118.81050600,31.88734592
118.81050605,31.88734396
118.81050605,31.88734213
118.81050619,31.88734024
118.81050641,31.88733808
118.81050673,31.88733565
118.81050706,31.88733371
118.81050743,31.88733176
118.81050789,31.88732981
118.81050834,31.88732783
118.81050840,31.88732570
118.81050888,31.88732391
118.81050938,31.88732213
118.81050995,31.88732010
118.81051043,31.88731829
118.81051089,31.88731650
118.81051133,31.88731472
118.81051140,31.88731279
118.81051173,31.88731095
118.81051180,31.88730890
118.81051201,31.88730708
118.81051231,31.88730486
118.81051254,31.88730261
118.81051276,31.88730039
118.81051296,31.88729840
118.81051317,31.88729640
118.81051319,31.88729420
118.81051345,31.88729224
118.81051402,31.88729047
118.81051445,31.88728856
118.81051458,31.88728668
118.81051510,31.88728475
118.81051566,31.88728280
118.81051595,31.88728092
118.81051643,31.88727916
118.81051703,31.88727738
118.81051768,31.88727557
118.81051841,31.88727377
118.81051921,31.88727204
118.81052010,31.88727029
118.81052109,31.88726855
118.81052210,31.88726685
118.81052311,31.88726520
118.81052414,31.88726356
118.81052528,31.88726191
118.81052648,31.88726022
118.81052595,31.88725841
118.81052604,31.88725643
118.81052586,31.88725435
118.81052549,31.88725252
118.81052483,31.88725045
118.81052394,31.88724840
118.81052299,31.88724656
118.81052193,31.88724474
118.81052090,31.88724311
118.81051983,31.88724150
118.81051862,31.88723979
118.81051712,31.88723834
118.81051540,31.88723728
118.81052437,31.88723478
118.81052413,31.88723286
118.81052404,31.88723095
118.81052403,31.88722885
118.81052488,31.88722688
118.81052513,31.88722485
118.81052538,31.88722285
118.81052521,31.88722104
118.81052546,31.88721906
118.81052569,31.88721714
118.81052596,31.88721501
118.81052561,31.88721313
118.81052591,31.88721097
118.81052618,31.88720901
118.81052662,31.88720704
118.81052714,31.88720507
118.81052773,31.88720314
118.81052850,31.88720099
118.81052868,31.88719909
118.81052914,31.88719723
118.81052984,31.88719549
118.81053070,31.88719342
118.81053158,31.88719174
118.81053251,31.88719008
118.81053349,31.88718842
118.81053453,31.88718675
118.81053562,31.88718505
118.81053674,31.88718337
118.81053787,31.88718170
118.81053903,31.88718002
118.81054021,31.88717835
118.81054137,31.88717670
118.81054247,31.88717505
118.81054474,31.88717126
118.81054558,31.88716953
118.81054631,31.88716779
118.81054691,31.88716603
118.81054219,31.88716456
118.81054193,31.88716243
118.81054143,31.88716032
118.81054066,31.88715826
