118.81052522,31.88725781
118.81052721,31.88725846
118.81052929,31.88725899
118.81052610,31.88725662
118.81052620,31.88725852
118.81052529,31.88726058
118.81052532,31.88726267
118.81052556,31.88726451
118.81052605,31.88726634
118.81052682,31.88726810
118.81052785,31.88727001
118.81052892,31.88727166
118.81053007,31.88727325
118.81053127,31.88727476
118.81053274,31.88727648
118.81053404,31.88727796
118.81052909,31.88728513
118.81052922,31.88728697
118.81052929,31.88728929
118.81052838,31.88729139
118.81052821,31.88729322
118.81052800,31.88729532
118.81052777,31.88729744
118.81052752,31.88729977
118.81052729,31.88730409
118.81052713,31.88730624
118.81052697,31.88730819
118.81052650,31.88731100
118.81052617,31.88731292
118.81052573,31.88731468
118.81052502,31.88731653
118.81052403,31.88731816
118.81052258,31.88731948
118.81052041,31.88732664
118.81051914,31.88732817
118.81051764,31.88732961
118.81051598,31.88733076
118.81051407,31.88733433
118.81051220,31.88733545
118.81051028,31.88733625
118.81050814,31.88733672
118.81050559,31.88734097
118.81050352,31.88734185
118.81050151,31.88734247
118.81049933,31.88734291
118.81049691,31.88734307
118.81049472,31.88734286
118.81049249,31.88734224
118.81049059,31.88734112
118.81048928,31.88733962
118.81048204,31.88735714
118.81047906,31.88736059
118.81047717,31.88736303
118.81047562,31.88736433
118.81047371,31.88736578
118.81047183,31.88736664
118.81046983,31.88736727
118.81046766,31.88736711
118.81046552,31.88736731
118.81046328,31.88736742
118.81046097,31.88736737
118.81045913,31.88736901
118.81045669,31.88736887
118.81045446,31.88736862
118.81045224,31.88736822
118.81045004,31.88736771
118.81044781,31.88736711
118.81044650,31.88736890
118.81044439,31.88736939
118.81044208,31.88736918
118.81043971,31.88736892
118.81043762,31.88736941
118.81043528,31.88736923
118.81043316,31.88736905
118.81043091,31.88736939
118.81042876,31.88736947
118.81042641,31.88736938
118.81042404,31.88736927
118.81042169,31.88736917
118.81041937,31.88736907
118.81041701,31.88736896
118.81041483,31.88736921
118.81041256,31.88736918
118.81041029,31.88736916
118.81040800,31.88736915
118.81040571,31.88736934
118.81040343,31.88736939
118.81040114,31.88736946
118.81039883,31.88736957
118.81039665,31.88736985
118.81039441,31.88737000
118.81039217,31.88737021
118.81038982,31.88737042
118.81038756,31.88737039
118.81038533,31.88737065
118.81038310,31.88737129
118.81038099,31.88737188
118.81037895,31.88737264
118.81037681,31.88737316
118.81037486,31.88737414
118.81037297,31.88737530
118.81037084,31.88737594
118.81036900,31.88737719
118.81036740,31.88737839
118.81036582,31.88737968
118.81036442,31.88738115
118.81036398,31.88738295
118.81036292,31.88738005
118.81036290,31.88738189
118.81036077,31.88738177
118.81035867,31.88738207
118.81035614,31.88738239
118.81035403,31.88738202
118.81035209,31.88738282
118.81034984,31.88738318
118.81034772,31.88738282
118.81034558,31.88738249
118.81034361,31.88738146
118.81034172,31.88738051
118.81033948,31.88738041
118.81033753,31.88737940
118.81033541,31.88737919
118.81033344,31.88737823
118.81033154,31.88737723
118.81032981,31.88737607
118.81032782,31.88737671
118.81032570,31.88737699
118.81032356,31.88737676
118.81032139,31.88737688
118.81031940,31.88737757
118.81031761,31.88737864
118.81031544,31.88737925
118.81031332,31.88737992
118.81031134,31.88738069
118.81030938,31.88738162
118.81030744,31.88738271
118.81030575,31.88738381
118.81030407,31.88738504
118.81030240,31.88738640
118.81030077,31.88738786
118.81029893,31.88738964
118.81029755,31.88739105
118.81029626,31.88739251
118.81028912,31.88738008
118.81028707,31.88738102
118.81028503,31.88738189
118.81028772,31.88737934
118.81028567,31.88737999
118.81028352,31.88738073
118.81028144,31.88738155
118.81027935,31.88738246
118.81027748,31.88738333
118.81027565,31.88738425
118.81027361,31.88738529
118.81027177,31.88738629
118.81026748,31.88738376
118.81026540,31.88738433
118.81026330,31.88738463
118.81026125,31.88738513
118.81025914,31.88738631
118.81025695,31.88738597
118.81025487,31.88738553
118.81025272,31.88738589
118.81025054,31.88738551
118.81024847,31.88738482
118.81024661,31.88738379
118.81024506,31.88738253
118.81024301,31.88738203
118.81024204,31.88738040
118.81023922,31.88737888
118.81023760,31.88737746
118.81023633,31.88737586
118.81023499,31.88737431
118.81023382,31.88737256
118.81023278,31.88737082
118.81023197,31.88736914
118.81023142,31.88736731
118.81022932,31.88736765
118.81022715,31.88736761
118.81022495,31.88736745
118.81022352,31.88736888
118.81022408,31.88736609
118.81022258,31.88736738
118.81022209,31.88736916
118.81022182,31.88737113
118.81022074,31.88737272
118.81021945,31.88736629
118.81021753,31.88736707
118.81021686,31.88736885
118.81021673,31.88737066
118.81021675,31.88737252
118.81021631,31.88737435
118.81021500,31.88737606
118.81021413,31.88737783
118.81021394,31.88737975
118.81021409,31.88738174
118.81021438,31.88738364
118.81021391,31.88737987
118.81020953,31.88736871
118.81020712,31.88736827
118.81020621,31.88736991
118.81020464,31.88737123
118.81020287,31.88737307
118.81020140,31.88737443
118.81020013,31.88737607
118.81019881,31.88737749
118.81019801,31.88737920
118.81019718,31.88738086
118.81019691,31.88738268
118.81019684,31.88738450
118.81019666,31.88738631
118.81019523,31.88738767
118.81019672,31.88738900
118.81019675,31.88739084
118.81019692,31.88739270
118.81019623,31.88739442
118.81019760,31.88739583
118.81019685,31.88739759
118.81019910,31.88739862
118.81020048,31.88740002
118.81020148,31.88740164
118.81020340,31.88740254
118.81020503,31.88740387
118.81020696,31.88740519
118.81020910,31.88740633
118.81021103,31.88740710
118.81021319,31.88740782
118.81021528,31.88740833
118.81021741,31.88740869
118.81021917,31.88740997
118.81022143,31.88741045
118.81022368,31.88741058
118.81022599,31.88741058
118.81022830,31.88741046
118.81023056,31.88741089
118.81023284,31.88741102
118.81023520,31.88741089
118.81023752,31.88741072
118.81023996,31.88741113
118.81024252,31.88741144
118.81024512,31.88741168
118.81024772,31.88741179
118.81025027,31.88741222
118.81025239,31.88741248
118.81025454,31.88741269
118.81025677,31.88741296
118.81025891,31.88741320
118.81026105,31.88741345
118.81026319,31.88741372
118.81026537,31.88741402
118.81026757,31.88741435
118.81026982,31.88741436
118.81027199,31.88741465
118.81027419,31.88741497
118.81027648,31.88741491
118.81027889,31.88741519
118.81028121,31.88741533
118.81028382,31.88741564
118.81028634,31.88741593
118.81028895,31.88741626
118.81029158,31.88741644
118.81029418,31.88741676
118.81029654,31.88741706
118.81029894,31.88741736
118.81030108,31.88741761
118.81030323,31.88741784
118.81030539,31.88741805
118.81030756,31.88741824
118.81030973,31.88741843
118.81031191,31.88741861
118.81031229,31.88741661
118.81031432,31.88741607
118.81031645,31.88741588
118.81031860,31.88741571
118.81032076,31.88741559
118.81032334,31.88741515
118.81032557,31.88741505
118.81032777,31.88741504
118.81033001,31.88741498
118.81033226,31.88741510
118.81033450,31.88741531
118.81033672,31.88741558
118.81033887,31.88741552
118.81034107,31.88741582
118.81034335,31.88741597
118.81034550,31.88741630
118.81034767,31.88741666
118.81034986,31.88741708
118.81035201,31.88741711
118.81035418,31.88741750
118.81035633,31.88741792
118.81035904,31.88741848
118.81036125,31.88741894
118.81036344,31.88741940
118.81036562,31.88741985
118.81036784,31.88742030
118.81037007,31.88742073
118.81037277,31.88742123
118.81037494,31.88742160
118.81037712,31.88742192
118.81037786,31.88741716
118.81038035,31.88741683
118.81038289,31.88741631
118.81038543,31.88741577
118.81038794,31.88741526
118.81039045,31.88741480
118.81039303,31.88741443
118.81039534,31.88741417
118.81039764,31.88741399
118.81040000,31.88741391
118.81040235,31.88741391
118.81040441,31.88741342
118.81040654,31.88741345
118.81040870,31.88741354
118.81041088,31.88741368
118.81041315,31.88741374
118.81041552,31.88741395
118.81041776,31.88741357
118.81042038,31.88741368
118.81042265,31.88741354
118.81042524,31.88741326
118.81042784,31.88741294
118.81043046,31.88741271
118.81043301,31.88741229
118.81043549,31.88741155
118.81043826,31.88741059
118.81044046,31.88740956
118.81044258,31.88740830
118.81044454,31.88740680
118.81044614,31.88740531
118.81044795,31.88740432
118.81044969,31.88740294
118.81045097,31.88740149
118.81045217,31.88739993
118.81045376,31.88739874
118.81045490,31.88739714
118.81045679,31.88739560
118.81045786,31.88739402
118.81045879,31.88739239
118.81046040,31.88739113
118.81046211,31.88738998
118.81046319,31.88738833
118.81046415,31.88738663
118.81046543,31.88738520
118.81046640,31.88738339
118.81046779,31.88738179
118.81046905,31.88738021
118.81046999,31.88737846
118.81047118,31.88737679
118.81047223,31.88737516
118.81047312,31.88737338
118.81047432,31.88737169
118.81047524,31.88736989
118.81047610,31.88736807
118.81047704,31.88736603
